ml_label_name,Flag,bucket_file_name,min_x,min_y,a,b,max_x,max_y,bb_set_verified_location,id
610764863638,UNASSIGNED,dai-production-images/display_audits/00018A37-3C6B-49AB-B906-D52E4DA0B0E4.jpg,0.436562828469503,0.0253666894055598,"","",0.479005449109828,0.145848967352288,WHTE_RBT,043ba4fb-694f-4913-a760-91a004f0cae0
049000067217,UNASSIGNED,dai-production-images/display_audits/0008B7CE-11B0-4CC5-AA68-4AF40BD81F4A.jpg,0.0339979510345949,0.473750065101018,"","",0.0832861556491657,0.530340225954785,WHTE_RBT,dd744f4e-3ac1-449e-9076-c3fe1b15c96e
049000028904,UNASSIGNED,dai-production-images/display_audits/009F57DE-EC72-4CB4-9BA8-1BDFC7ED8728.jpg,0.935138893127441,0.0549501538276672,"","",1,0.134176178773244,WHTE_RBT,d2208e73-b2e0-4c82-8cba-816c56e7608e
012000001314,UNASSIGNED,dai-production-images/display_audits/00ACE6F4-B59E-47D0-9543-A03D8A9DAA8A.jpg,0.370845222316742,0.854138722554269,"","",0.410549609367368,0.923507306826627,WHTE_RBT,811f1ea0-250a-49df-8251-1b615d618634
070847811169,UNASSIGNED,dai-production-images/display_audits/013AA6DE-8BD9-4CDD-B916-7F02D5D957E8.jpg,0.444340324401855,0.578754297892253,"","",0.535130095481873,0.818375460306803,WHTE_RBT,3def1d6d-9701-4f02-bb1b-a7c934b54128
858176002270,UNASSIGNED,dai-production-images/display_audits/014A73CF-762E-402E-A2A8-A5F209EA1EDF.jpg,0.467269897460938,0.325256856282552,"","",0.493057250976562,0.393753560384115,WHTE_RBT,5f923a0d-4611-4a6b-891c-3b449a500aa3
786162002969,UNASSIGNED,dai-production-images/display_audits/01F6CEF6-FD16-4D1E-ABD9-8817DD5D7028.jpg,0.35375892215035865,0.68995999102927275,"","",0.37634934926537028,0.74746289641293862,WHTE_RBT,501de31c-c0c2-4cbc-9082-653a7d67685e
012000809941,UNASSIGNED,dai-production-images/display_audits/02273AB3-1A25-44C4-B7AC-865DD2681C05.jpg,0.537539577484131,0.3051970799764,"","",0.583383238315582,0.388325031598409,WHTE_RBT,667bed95-89d2-40ea-a628-83b87ce4b174
610764863812,UNASSIGNED,dai-production-images/display_audits/025540EB-8720-4C81-B736-2FE378B7550B.jpg,0.652154183909003,0.125994399209325,"","",0.670637260639467,0.227309042028164,WHTE_RBT,806f7b88-3b9c-4831-874b-184cb45405ec
610764863638,UNASSIGNED,dai-production-images/display_audits/029D394B-3F31-4BAA-8023-2F4E2C07EF8D.jpg,0.347818644574351,0.76716982072061,"","",0.367222435919949,0.815679299084606,WHTE_RBT,e48d0b45-0686-42ba-9ce6-21916d1376aa
818094005777,UNASSIGNED,dai-production-images/display_audits/02DA25B3-3EED-4988-B5C1-81782FF7AF0F.jpg,0.317683173336542,0.189387825178437,"","",0.438010934418435,0.523957697454921,WHTE_RBT,25555d80-f60a-47d7-8b2c-319392ce2151
818094005746,UNASSIGNED,dai-production-images/display_audits/02FC4EB6-828C-4855-981C-2E5B9052C5B1.jpg,0.817227167383127,0.35331821771573,"","",0.837272406376514,0.417462982494568,WHTE_RBT,68bc537c-1506-4641-abe7-909aaec59933
611269101713,UNASSIGNED,dai-production-images/display_audits/030A0614-8B7D-4028-9E77-C111382C77AC.jpg,0.67786771682397,0.390090271991771,"","",0.713194310666375,0.514043232842315,WHTE_RBT,90afce2e-1bd8-4f22-b90a-50953e34cac2
012000809941,UNASSIGNED,dai-production-images/display_audits/0398B62A-CC76-43DF-B069-27CB36FCDE5D.jpg,0.353173828125,0.373828125,"","",0.394091796875,0.424088541666667,WHTE_RBT,ed36053b-8ed9-4f76-aa31-65a94c2f8a04
070847037989,UNASSIGNED,dai-production-images/display_audits/048E823B-EFA7-4D24-AA78-4F4C8E865EDD.jpg,0.737993074896015,0.359917590642871,"","",0.765886024955313,0.463404477819397,WHTE_RBT,6613f63c-01cd-4e23-a4a9-0817a8997fca
049000024692,UNASSIGNED,dai-production-images/display_audits/04B74E39-12A6-4A77-8A33-16B51EC3F9AB.jpg,0.41395390585035,0.297128013292442,"","",0.460084831903301,0.347596034957209,WHTE_RBT,65d1e0d8-59b2-4960-9e71-be80b6852839
012000001598,UNASSIGNED,dai-production-images/display_audits/04D2D3B8-5842-447A-B295-A037747E2FB9.jpg,0.535312604904175,0.136182657877604,"","",0.590541887283325,0.345506779352824,WHTE_RBT,f413d32c-4664-46e1-8e25-f8ac5e19f3f8
049000532302,UNASSIGNED,dai-production-images/display_audits/054725A7-E43D-4D4D-AC2E-7BD5AB4505A3.jpg,0.251541371210622,0.234886888934868,"","",0.303440819413702,0.301592486024713,WHTE_RBT,789a647a-b2dc-4392-93c2-ddd8cb4da2b8
611269332827,UNASSIGNED,dai-production-images/display_audits/056508C0-C394-416F-AE10-CCE2CF17C4FD.jpg,0.498208951950073,0.77505931854248,"","",0.525301790237427,0.806044256687164,WHTE_RBT,453b05c5-0e0e-4203-ad39-3d5e6ac9d3b8
049000028904,UNASSIGNED,dai-production-images/display_audits/05C0F382-E9E5-4CAB-B697-E7A70FE87069.jpg,0.7005126953125,0.417447916666667,"","",0.7760498046875,0.50390625,WHTE_RBT,62b03c31-8ce5-44fd-a498-9a061a270fde
610764022882,UNASSIGNED,dai-production-images/display_audits/05D294F7-4639-4341-BF7C-A05E809C6BB1.jpg,0.270272463811613,0.321455502727972,"","",0.289323724011939,0.346857182995074,WHTE_RBT,92e2b307-c56a-44e6-a132-3bf958dbc730
070847012474,UNASSIGNED,dai-production-images/display_audits/05DBC28D-ACD1-4A4B-8A43-0237D1FF971E.jpg,0.45711669921875,0.555110677083333,"","",0.49132080078125,0.601139322916667,WHTE_RBT,753d7cbc-2441-4c22-a238-5392dd996218
